"","duration","id","enj_1","enj_2","enj_3","enj_4","enj_5","enj_6","att_3","att_4","att_4_2","att_4_3","att_5","att_6","att_check","gen","age","sugg","choice","choice_str","upgrade_str","upgrade","att_str","attention","participant"
"184",656,"5f1b5eddc8514b195ccc602a",79.44,64.65,74.51,62.25,67.61,66.06,"",0,0,0,NA,NA,"The lighting of the pictures differed with one being a lot brighter than the other",2,23,"No difficulty with the survey I just did not notice much different between the pictures other than the lighting. The purpose of the study might have been to identify how much detail people pick up in pictures",2,"No Upgrade","No Upgrade",-1,"Low Attention",-1,184
"185",631,"55ba0babfdf99b09bd1bec17",81.83,77.32,75.35,75.63,76.48,72.11,"boat, people, clocktower, houses, trees",2,0,1,1,"Yes","There was no differences between the pictures, only the lens/filters were changed.  ",1,40,"Whether the colour changes the perception of the picture.",2,"No Upgrade","Upgrade",1,"High Attention",1,185
"186",758,"57a5c633275be6000135b61c",82.93,76.87,86.59,82.79,88.14,75.18,"",0,0,0,NA,NA,"Picture one was in black and white. Picture two had some muddy brown shades.",2,24,"No idea",2,"No Upgrade","No Upgrade",-1,"Low Attention",-1,186
"187",301,"5ee38cd757bf21011ef475a1",71.83,71.69,70.85,51.27,66.62,71.97,"",0,0,0,NA,NA,"The colour, one was grey the other looked like sepia ",2,59,"Not sure",2,"No Upgrade","No Upgrade",-1,"Low Attention",-1,187
"188",761,"5eeca88bc71a7004cefb2e01",54.51,41.55,44.79,46.06,44.51,46.2,"boat church steeple mountain",2,0,1,1,"Yes","Picture 1 was more clearly defined and had  clearer delineation of light and dark. You could also see the reflections on the sea, and the waves behind the boat, more clearly. Picture 1 was a black and white photograph while 2 was a more sepia toned image. ",2,51,"To evaluate how closely a viewer actually looks at images.",2,"No Upgrade","No Upgrade",-1,"High Attention",1,188
"189",850,"5c51757c8ac59200014d2eac",85.63,87.89,83.38,81.41,74.37,69.44,"",0,0,0,NA,NA,"The difference between the two pictures is picture 1 in all of them was black and white picture 2 in all of them was in color",2,59,"The idea of the survey was the difference between black and white to color",1,"Upgrade","Upgrade",1,"Low Attention",-1,189
"190",505,"5d41de57b0ca72001a9d862a",100,100,100,100,100,100,"Boat, Church, waterfront, mountain",2,0,1,3,"Yes","One was in colour the other in black and white",2,58,"If you observe more when it is colour or black and white",2,"No Upgrade","Upgrade",1,"High Attention",1,190
"191",1269,"5d5d937bb54f6a0001fa6a55",15.35,22.39,22.54,31.69,23.66,28.87,"",0,0,0,NA,NA,"some were colour, others were not. the focus point, depth of field were different",1,38,"whether focus affects attractiveness",1,"Upgrade","Upgrade",1,"Low Attention",-1,191
"192",1118,"5ea9cfe7386479120ae4ac13",79.86,78.73,86.62,82.68,82.54,79.44,"",0,0,0,NA,NA,"When  comparing them side by side the difference was that one was browner while the other greyer, however when viewed one by one they all looked the same to me",1,21,"About certain demographics seeing differences that others can't",2,"No Upgrade","No Upgrade",-1,"Low Attention",-1,192
"193",158,"5f0c67969ce53540587cd451",95.35,87.75,86.62,88.59,90.7,70.7,"",0,0,0,NA,NA,"different filters, one black and white, one sepia",2,21,"Test for differences",2,"No Upgrade","No Upgrade",-1,"Low Attention",-1,193
"194",242,"5aca34565cd1050001626480",92.53,93.1,89.58,91.55,89.15,89.44,"a boat, a mountain, houses",3,1,1,1,"No","One is in black and white and one is in colour",2,30,"To understand if people see more details when a picture is in full colour",2,"No Upgrade","Upgrade",1,"High Attention",1,194
"195",1664,"5ec18195eb72b90a21e6b252",80.99,82.96,83.94,87.18,85.07,88.59,"Boat, water, spire",1,0,1,2,"No","The bottom one was browner and felt older. I preferred the greyer tone and cleaner feel of the top one.",1,31,"To determine which piece of art was preferred and what was noticeable from it.",2,"No Upgrade","No Upgrade",-1,"High Attention",1,195
"196",474,"5ee918138ebaec11a52bb459",80.28,82.82,80,83.1,82.82,82.82,"",0,0,0,NA,NA,"The majority of pictures were in greyscale, but I was also shown the same photograph in full colour on two occasions.",1,47,"To see if being shown an image in colour changed my perception of the same image in greyscale.",2,"No Upgrade","Upgrade",1,"Low Attention",-1,196
"197",186,"5d6183f7d989a40016236acc",67.75,61.97,60.56,62.11,63.8,64.37,"Boat, Trees, Buildings",1,0,1,1,"No","Picture 2 has a ""warmer"" feel and the colours are more yellow/orange.",1,25,"If people get sick of looking at the same picture",2,"No Upgrade","No Upgrade",-1,"High Attention",1,197
"198",1231,"5edbdaf16696928888aefdc7",71.63,75.36,73.35,75.64,81.38,76.22,"",0,0,0,NA,NA,"The bottom image (picture 2) had a slight sepia filter which made it appear browner than picture 1. The mountains were more vivid in picture 2 but I preferred the black and white image.",1,35,"Whether novelty leads to a greater value placed in the art",2,"No Upgrade","No Upgrade",-1,"Low Attention",-1,198
