"","duration_t2","id","model_t2","diff_model_t2","enj_t2","info_t2","up_real_t2","up_real_model_t2","up_int_mini_t2","up_int_12_t2","up_int_pro_t2","up_int_max_t2","replace_t2","charg_know","charg_lik","gen","age","sugg_t2","duration_t1","model_t1","diff_model_t1","enj_t1","up_int_t1","replace_t1","sugg_t1","family_t1","info_idx_t1","hed_dec","info_quiz_t2","up_lik","info_t2_std","up_real_t2_ctr","replace_t2_std","charg_know_ctr","charg_lik_std","up_int_t1_std","replace_t1_std","info_idx_t1_std","info_quiz_t2_std","up_lik_std","fam_contrast","n_model_t2"
"119",165,"5f58355de1bf51397966731f","iPhone 11 Pro Max","",100,2,"No","",2,7,7,27,10,"No",1,"Female",19,"Consumer behaviors. ",142,"iPhone 11 Pro Max",NA,100,1,1,"I think the purpose of this study was to figure out the projected sales of the new iPhone and how to adjust marketing techniques if a large number of people haven't heard of it or aren't willing to buy it. ","iPhone 11",2.33333333333333,0,5,27,-1.05702036755377,-1,-0.612294232742186,-1,-0.590296860695857,-0.848906307839244,-0.862304933509933,-0.911131072769438,0.697186988814636,-0.159684436165391,1,9
"120",137,"5b1962c551d4eb0001bf968b","iPhone 7","",67.18,13,"No","",0,3,0,0,18,"Yes",12,"Male",22,"To gauge market interest in the new Iphone 12.",107,"iPhone 7",NA,21.69,0,15,"Advertising effectiveness studies done by Apple.","iPhone 7",9.66666666666667,45.49,4,3,-0.703199147929405,-1,-0.373507549090424,1,-0.16076618911681,-0.879433932084435,-0.453761681475044,-0.807746117699912,-0.242745267360561,-0.845443712809025,-0.5,30
"121",113,"5ed026a4fd66120e0eb48e69","iPhone 7 Plus","",58.87,1,"No","",1,1,1,1,65,"No",1,"Female",25,"understanding people's views o iphone 12.",98,"iPhone 7",NA,54.51,1,2,"i think the purpose was to determine what kinds of people tend to upgrade/ research apple phones.","iPhone 7",20,4.36,4,1,-1.08918593297417,-1,1.02936421736367,-1,-0.590296860695857,-0.848906307839244,-0.833123272650299,-0.66206731737467,-0.242745267360561,-0.902590319195995,-0.5,17
"122",172,"5c742339e621f900163f4543","iPhone 7","",71.13,54,"No","",0,0,0,0,71,"Yes",0,"Male",38,"I'm not sure",53,"iPhone 7",NA,67.04,4,92,"I'm not sure","iPhone 7",5.66666666666667,4.08999999999999,5,0,0.615589034306881,-1,1.2084542301025,1,-0.62934510356668,-0.757323435103671,1.79322620471685,-0.864137911374199,0.697186988814636,-0.93116362238948,-0.5,30
"123",175,"5ed8565f3b309d18f2a0b194","iPhone 8","",77.18,4,"No","",15,10,1,0,64,"Yes",21,"Female",39,"How aware iPhone users are of new models of iPhones and willingness to purchase the newest model versus another.",153,"iPhone 8",NA,90.14,1,94,"Measuring how much people pay attention to new models and features of the iPhone in the context of how much they enjoy using their phone, and how likely they are to purchase the newest model vs an existing model.","iPhone 8",12.3333333333333,-12.96,3,15,-0.992689236712979,-1,0.999515881907204,1,0.190667996720593,-0.848906307839244,1.85158952643612,-0.77015158858372,-1.18267752353576,-0.502564074487208,0,29
"124",156,"5c4623f40df98d0001edaec8","iPhone XS Max","",100,49,"No","",0,0,22,59,75,"No",0,"Female",59,"To see how much a charger has to do with your desicion to buy phone",79,"iPhone XS",NA,96.28,8,6,"To see if your going to upgrade your phone","iPhone X",206,3.72,3,59,0.454761207204895,-1,1.32784757192838,-1,-0.62934510356668,-0.635212938122908,-0.716396629211759,1.96015108847968,-1.18267752353576,0.754661266026122,0.5,13
"125",200,"5eab02d713401e0a203da900","iPhone XS","",73.1,31,"No","",0,0,51,1,0,"No",17,"Female",27,"To determine smartphone users/consumers knowledge of upcoming changes and likelihood of purchasing new models based on said changes",173,"iPhone XS",NA,66.45,48,2,"To gauge consumer interest in the new/upcoming iPhone models. ","iPhone X",78.6666666666667,6.64999999999999,5,51,-0.124218970362255,-1,-0.910777587306888,-1,0.0344750252373027,0.585892031684731,-0.833123272650299,0.165012323181541,0.697186988814636,0.526074840478244,0.5,20
"126",164,"5c264f0d70073200012cd5bb","iPhone XS","",78.06,5,"No","",0,27,26,56,41,"No",65,"Female",26,"I am not entirely sure.",57,"iPhone XS",NA,82.9,0,54,"I am not entirely sure.","iPhone X",0,-4.84,4,56,-0.960523671292582,-1,0.31300416640839,-1,1.90879068303678,-0.879433932084435,0.684323092050719,-0.944026285746106,-0.242745267360561,0.668941356445668,0.5,20
"127",163,"5d11902d90265e00199ba7db","iPhone XR","",100,37,"No","",0,0,0,0,45,"No",0,"Female",28,"People's perception of the iPhone 12 and their willingness to buy",128,"iPhone XR",NA,100,0,0,"Perceptions regarding the new iPhone and if people are going to purchase it.","iPhone X",0,0,6,0,0.0687744221601286,-1,0.432397508234271,-1,-0.62934510356668,-0.879433932084435,-0.891486594369568,-0.944026285746106,1.63711924498983,-0.93116362238948,0.5,32
"128",94,"5cf7df5a8e098100184cbf43","iPhone 11","",93.8,2,"No","",0,0,0,0,0,"No",0,"Male",29,"Iphones",55,"iPhone 11",NA,92.54,0,0,"phones","iPhone 11",0,1.25999999999999,5,0,-1.05702036755377,-1,-0.910777587306888,-1,-0.62934510356668,-0.879433932084435,-0.891486594369568,-0.944026285746106,0.697186988814636,-0.93116362238948,1,52
"129",168,"5cbc97cd214b1a0001ccfa53","iPhone 5S","",90.42,24,"No","",7,7,7,8,51,"No",17,"Female",68,"Must be something to do with interest in the new Apple phones.  And no problems with survey that were evident.",99,"iPhone 5S",NA,100,3,70,"I guess whether people are planning to upgrade to as yet unreleased iPhones or to existing iPhones.","iPhone 6S and Previous Models",0,-9.58,4,8,-0.349377928305035,-1,0.611487520973092,-1,0.0344750252373027,-0.787851059348862,1.15122966580488,-0.944026285746106,-0.242745267360561,-0.702577196841601,-1,4
"130",124,"5f151d46d4e3365b03dce798","iPhone 7","",28.39,5,"No","",0,0,0,0,0,"No",0,"Female",20,"To see the knowledge of what people know or don’t know about iphones",80,"iPhone 7",NA,34.08,5,0,"I believe this survey is about people wanting more what they have ","iPhone 7",0,-5.69,3,0,-0.960523671292582,-1,-0.910777587306888,-1,-0.62934510356668,-0.72679581085848,-0.891486594369568,-0.944026285746106,-1.18267752353576,-0.93116362238948,-0.5,30
"131",143,"5f5d89dda340225e0c060414","iPhone 8 Plus","",100,54,"No","",0,100,0,0,0,"Yes",0,"Female",57,"Not sure",124,"iPhone 8 Plus",NA,100,84,77,"Relationship between researching and application","iPhone 8",51.3333333333333,0,5,100,0.615589034306881,-1,-0.910777587306888,1,-0.62934510356668,1.68488650451161,1.35550129182232,-0.220331600259421,0.697186988814636,1.926166696959,0,18
"132",115,"5f4bdc989ed8777ca5c963b3","iPhone 7","",78.71,19,"No","",0,74,0,0,49,"Yes",16,"Female",22,"Sourcing data for big brother ",79,"iPhone 7",NA,85.81,25,82,"Gather data on user satisfaction with iPhone ","iPhone 7",0,-7.10000000000001,4,74,-0.510205755407021,-1,0.551790850060152,1,-0.00457321763351979,-0.116243325954661,1.5014095961205,-0.944026285746106,-0.242745267360561,1.18326081392839,-0.5,30
"133",320,"5ed7b5af65b9ae09f16de102","Other (please specify)","iPhone 12 Pro",100,100,"Yes","iPhone 12 Pro",0,0,100,0,0,"Yes",3,"Male",39,"To gauge willingness to upgrade to the new iPhone 12(already did)",147,"iPhone X",NA,100,100,0,"Hopefully giving Apple data if they should discuss Iphone 12 at their event tomorrow afternoon.","iPhone X",187.333333333333,0,5,100,2.09520504364515,1,-0.910777587306888,1,-0.512200374954212,2.17332849243466,-0.891486594369568,1.69698938466634,0.697186988814636,1.926166696959,0.5,3
"134",130,"5d3cc9010e510a00013df6f6","iPhone SE (2020)","",72.25,31,"No","",15,89,51,47,31,"No",0,"Male",21,"To determine our thoughts of the iPhone 12.",54,"iPhone SE (2020)",NA,79.75,66,53,"Discover our values regarding Apple.","iPhone 11",81.3333333333333,-7.5,3,89,-0.124218970362255,-1,0.0145208118436882,-1,-0.62934510356668,1.13538926809817,0.655141431191084,0.202606852297733,-1.18267752353576,1.61186036183067,1,16
"135",114,"5c0fcccc1f6f150001487111","iPhone 7","",81.94,0,"No","",7,18,8,7,23,"No",100,"Female",57,"I have no idea.",76,"iPhone 7",NA,100,0,0,"I really have no idea. ","iPhone 7",2,-18.06,3,18,-1.12135149839457,-1,-0.224265871808073,-1,3.27547918351557,-0.879433932084435,-0.891486594369568,-0.915830388908962,-1.18267752353576,-0.416844164906754,-0.5,30
"136",246,"571164253d47e80009635a80","iPhone 4S","",71.97,0,"No","",0,28,0,0,68,"No",0,"Female",74,"No difficulty, but I am completely unsure of the purpose of the study.  I'd most likely upgrade to a newer model in the next year, but it will probably NOT be a 12.",198,"iPhone 6S",NA,83.8,19,51,"I think this is just about my desire to have a brand new IPhone or one that is just newer than the one I currently have. ","iPhone 6S and Previous Models",22,-11.83,3,28,-1.12135149839457,-1,1.11890922373309,-1,-0.62934510356668,-0.299409071425807,0.596778109471814,-0.633871420537526,-1.18267752353576,-0.131111132971906,-1,1
"137",109,"5f4f3107980b7b17652210b9","iPhone 11 Pro","",100,59,"No","",0,0,26,0,17,"Yes",0,"Male",30,"to gauge interest in the new iphone",77,"iPhone 11 Pro",NA,100,1,0,"To see how likely phone users are to upgrade their phone compared to their current model.","iPhone 11",59.6666666666667,0,3,26,0.776416861408867,-1,-0.403355884546894,1,-0.62934510356668,-0.848906307839244,-0.891486594369568,-0.102848696771323,-1.18267752353576,-0.188257739358876,1,14
"138",954,"5e963ba8f77df60bb140ad05","iPhone 11 Pro","",92.96,91,"No","",1,13,100,1,1,"No",50,"Female",28,"To learn about knowledge regarding new phones.",876,"iPhone 11 Pro",NA,100,12,1,"To gauge interest in new smartphones","iPhone 11",40,-7.04000000000001,3,100,1.80571495486158,-1,-0.880929251850417,-1,1.32306703997444,-0.513102441142144,-0.862304933509933,-0.380108349003234,-1.18267752353576,1.926166696959,1,14
"139",108,"5e8f589ce5e1be09fda4b027","iPhone 11 Pro","",89.86,85,"Yes","iPhone 12 Pro",0,0,100,0,0,"Yes",17,"Male",28,"N/A",58,"iPhone 11 Pro",NA,92.68,100,0,"No","iPhone 11",84,-2.82000000000001,5,100,1.61272156233919,1,-0.910777587306888,1,0.0344750252373027,2.17332849243466,-0.891486594369568,0.240201381413924,0.697186988814636,1.926166696959,1,14
"140",209,"5efb5f77ef19f50a68564191","iPhone X","",92.54,76,"No","iPhone 12 Pro",72,0,68,72,51,"Yes",93,"Male",36,"iPhone impressions",56,"iPhone X",NA,90.56,80,3,"To assess likelihood of iPhone purchases and upgrades.","iPhone X",135,1.98,6,72,1.32323147355562,-1,0.611487520973092,1,3.00214148341981,1.56277600753084,-0.803941611790664,0.959196750761085,1.63711924498983,1.12611420754142,0.5,28
"141",138,"5e27d1e626d974a11ba9b323","iPhone 7 Plus","",82.81,50,"No","",0,6,0,0,74,"No",0,"Male",22,"I think the purpose was to see who was interested to see if people who had iPhones were interested in the iPhone 12.",478,"iPhone 7 Plus",NA,80.23,17,79,"I think the purpose was to gauge how many iPhone users want to upgrade their phones, and what is the relation between the phone they have and if they are willing to upgrade.","iPhone 7",168,2.58,5,6,0.486926772625292,-1,1.29799923647191,-1,-0.62934510356668,-0.360464319916189,1.41386461354159,1.42442904857395,0.697186988814636,-0.759723803228571,-0.5,17
"142",100,"5ead1d07e02ab538c7328ef1","iPhone 8 Plus","",83.1,26,"No","",4,48,66,17,89,"Yes",12,"Male",19,"People's willingness to switch to the newer model of the iPhone",58,"iPhone 8 Plus",NA,90.85,18,49,"If newer models that are going to come out interest certain groups.","iPhone 8",11.6666666666667,-7.75,6,66,-0.285046797464241,-1,1.74572426831896,1,-0.16076618911681,-0.329936695670998,0.538414787752544,-0.779550220862768,1.63711924498983,0.954674388380515,0,18
"143",86,"5f5328104f8d2d6363b0e4ee","iPhone 11","",75.21,35,"No","",36,59,50,20,48,"Yes",20,"Female",19,"To see what people think of the new iPhones",119,"iPhone 11",NA,87.32,1,0,"To determine how many people are intending to purchase a new phone from Apple this year.","iPhone 11",109.666666666667,-12.11,4,59,0.00444329131933417,-1,0.521942514603681,1,0.15161975384977,-0.848906307839244,-0.891486594369568,0.602048724157267,-0.242745267360561,0.754661266026122,1,52
"144",70,"5edc8a9298364795a32abd97","iPhone X","",100,32,"No","",1,58,20,1,21,"No",0,"Male",30,"I'm not sure",46,"iPhone X",NA,88.17,1,3,"To see if people are excited for a new iphone","iPhone X",27.6666666666667,11.83,3,58,-0.0920534049418575,-1,-0.283962542721014,-1,-0.62934510356668,-0.848906307839244,-0.803941611790664,-0.55398304616562,-1.18267752353576,0.726087962832637,0.5,28
"145",108,"5cee09961c409d00151e98cb","iPhone 11","",73.1,71,"No","",77,57,37,22,43,"No",16,"Female",22,"to see how people felt about the new iPhone ",67,"iPhone 11",NA,75.07,18,19,"To see if people were interested in the new iPhone ","iPhone 11",69.3333333333333,-1.97,6,77,1.16240364645363,-1,0.372700837321331,-1,-0.00457321763351979,-0.329936695670998,-0.337035038036504,0.0334314712748714,1.63711924498983,1.26898072350885,1,52
"146",135,"5f4ddfb46cc10eaac964361a","iPhone XR","",66.62,40,"No","",15,5,13,4,10,"No",69,"Male",22,"The purpose of this study was to get answers from a range of people on their current iphone and their future purchasing choices and opinions about the new iphone model",109,"iPhone XR",NA,66.9,34,87,"The purpose was to get a variety of opinions on people's smartphones and satisfaction level.","iPhone X",158.333333333333,-0.280000000000001,6,15,0.16527111842132,-1,-0.612294232742186,-1,2.06498365452007,0.158505292252058,1.64731790041867,1.28814888052776,1.63711924498983,-0.502564074487208,0.5,32
"147",77,"5d3f6c700bd40e001cf67d98","iPhone 6S Plus","",87.32,54,"No","",52,75,64,56,58,"No",9,"Male",21,"Understanding the perception of new iPhone 12",53,"iPhone 6S Plus",NA,83.8,65,22,"Understanding how searches lead to purchases.","iPhone 6S and Previous Models",79.6666666666667,3.52,4,75,0.615589034306881,-1,0.820425869168383,-1,-0.277910917729277,1.10486164385298,-0.2494900554576,0.179110271600113,-0.242745267360561,1.21183411712188,-1,9
"148",77,"5d76da30ea535b0018b54f6e","iPhone SE (2020)","",75.49,3,"No","",3,3,4,4,51,"No",0,"Female",23,"Willingness to get a new phone",47,"iPhone SE (2020)",NA,75.21,1,65,"N/A","iPhone 11",92.3333333333333,0.280000000000001,4,4,-1.02485480213338,-1,0.611487520973092,-1,-0.62934510356668,-0.848906307839244,1.0053213615067,0.357684284902022,-0.242745267360561,-0.81687040961554,1,16
"149",89,"5f11d83ebe3dfb0abd270cfe","iPhone 11","",86.82,50,"No","",0,0,0,4,0,"No",0,"Female",26," I think the purpose is to see how much people know about the new iPhone. ",74,"iPhone 11",NA,99.44,1,1,"Market research on when people are willing to replace their phone if a new one with new technology is coming.","iPhone 11",65.3333333333333,-12.62,5,4,0.486926772625292,-1,-0.910777587306888,-1,-0.62934510356668,-0.848906307839244,-0.862304933509933,-0.0229603223994158,0.697186988814636,-0.81687040961554,1,52
"150",155,"5f1b33878c8f930c89414658","iPhone SE (2020)","",100,0,"No","",0,0,0,0,0,"Yes",0,"Female",22,"I think the purpose was to see how people feel about iPhones right now. I also didn't think I knew anything about the new release, but when the question about the chargers came up I realized that I had heard about the new ones not coming with a charger.",127,"iPhone SE (2020)",NA,100,0,0,"I think the study may have been for finding out how likely iPhone users are to buy the new iPhone models coming out.","iPhone 11",5,0,4,0,-1.12135149839457,-1,-0.910777587306888,1,-0.62934510356668,-0.879433932084435,-0.891486594369568,-0.873536543653247,-0.242745267360561,-0.93116362238948,1,16
"151",161,"5e2bc18516ab452004d8a257","iPhone 7","",45.48,44,"No","",12,46,26,63,53,"No",0,"Female",19,"The purpose of this study was to judge how much people like the idea of the iphone 12",271,"iPhone 7",NA,100,39,86,"to know demographics","iPhone 7",38.3333333333333,-54.52,3,63,0.293933380102909,-1,0.671184191886032,-1,-0.62934510356668,0.311143413478012,1.61813623955904,-0.403604929700854,-1.18267752353576,0.868954478800061,-0.5,30
"152",129,"5f0824c20111ee2397be13ef","iPhone SE (2020)","",77.75,50,"No","",5,6,6,6,86,"No",0,"Female",20,"To determine how much knowledge people had of the iPhone 12 and a general sense of how people felt about it.",85,"iPhone SE (2020)",NA,90.14,0,0,"Perhaps it was to determine how likely certain groups are to upgrade their phones based on what's available and what they have now.","iPhone 11",150,-12.39,4,6,0.486926772625292,-1,1.65617926194955,-1,-0.62934510356668,-0.879433932084435,-0.891486594369568,1.17066597703966,-0.242745267360561,-0.759723803228571,1,16
"153",118,"5dd44e07e0b21b4474905f7f","iPhone 6S Plus","",37.32,68,"No","",1,1,1,1,1,"Yes",15,"Male",54,"Intent to upgrade",111,"iPhone 6S Plus",NA,43.38,1,1,"Whether there is any decline in the constant need to upgrade smart devices","iPhone 6S and Previous Models",2.33333333333333,-6.06,4,1,1.06590695019244,-1,-0.880929251850417,1,-0.0436214605043423,-0.848906307839244,-0.862304933509933,-0.911131072769438,-0.242745267360561,-0.902590319195995,-1,9
"154",179,"5f4705003ff0460f4e110a8a","iPhone 6S","",88.06,0,"No","",0,11,6,3,34,"Yes",0,"Female",26,"About our technology trends. ",144,"iPhone 7",NA,57.74,25,31,"I think that the purpose of this study was to see how many people keep up with the new trends. ","iPhone 7",1,30.32,3,11,-1.12135149839457,-1,0.104065818213099,1,-0.62934510356668,-0.116243325954661,0.0131448922791148,-0.929928337327534,-1.18267752353576,-0.616857287261147,-0.5,17
"155",125,"5f2762fd4875420d9c0c0fa2","iPhone X","",41.61,31,"No","",0,60,0,0,12,"Yes",17,"Male",37,"To determine knowledge and attitudes about smart phones. Maybe to test brand loyalty ",99,"iPhone X",NA,49.35,72,60,"To see various attitudes about different facets of smartphones and marketing. ","iPhone X",61,-7.74,4,60,-0.124218970362255,-1,-0.552597561829245,1,0.0344750252373027,1.31855501356931,0.859413057208528,-0.0840514322132268,-0.242745267360561,0.783234569219607,0.5,28
"156",104,"5d519e714d044f0001b6826c","iPhone 7 Plus","",90.99,51,"No","",6,8,6,9,13,"Yes",14,"Female",59,"No sure???",73,"iPhone 7 Plus",NA,95.35,38,32,"My thoughts on a new phone?","iPhone 7",86.6666666666667,-4.36,6,9,0.51909233804569,-1,-0.522749226372775,1,-0.0826697033751648,0.280615789232821,0.0423265531387498,0.277795910530116,1.63711924498983,-0.674003893648117,-0.5,17
"157",82,"5c5a82b39dd64d00018adeee","iPhone 11 Pro","",96.56,38,"No","",3,0,25,27,0,"No",21,"Female",30,"Opinions about the new iPhone model ",56,"iPhone 11",NA,87.97,19,2,"iPhone opinions ","iPhone 11",26,8.59,5,27,0.100939987580526,-1,-0.910777587306888,-1,0.190667996720593,-0.299409071425807,-0.833123272650299,-0.577479626863239,0.697186988814636,-0.159684436165391,1,14
"158",525,"5e90031ac75edb305da74300","iPhone 7","",100,70,"No","",0,32,100,51,0,"Yes",0,"Female",34,"To learn about knowledge and views on the new iPhone",287,"iPhone 7",NA,100,100,18,"Not sure","iPhone 7",217.666666666667,0,4,100,1.13023808103324,-1,-0.910777587306888,1,-0.62934510356668,2.17332849243466,-0.366216698896139,2.12462715336302,-0.242745267360561,1.926166696959,-0.5,30
"159",85,"5eea5252da0cfc115e24e69b","iPhone 11","",100,93,"No","",20,50,51,84,85,"Yes",16,"Male",26,"The purpose of the study is to determine demographics and the cellphones they use as well as other consumer decisions. ",111,"iPhone 11",NA,96.48,73,0,"The purpose of this study was to discover opinions on consumer decisions such as smartphones, and how people feel about their own smartphone as well as upcoming smartphones. ","iPhone 11",208.666666666667,3.52,6,84,1.87004608570237,-1,1.62633092649308,1,-0.00457321763351979,1.34908263781451,-0.891486594369568,1.99774561759587,1.63711924498983,1.46899384586324,1,52
"160",102,"5c1c157f77936700018284b7","iPhone 7","",74.23,14,"No","",0,0,0,0,27,"No",0,"Female",34,"I don't know.",100,"iPhone 7",NA,78.03,0,23,"A survey of whether people want to buy brand new phone models or not","iPhone 7",0,-3.8,4,0,-0.671033582509007,-1,-0.104872529982193,-1,-0.62934510356668,-0.879433932084435,-0.220308394597965,-0.944026285746106,-0.242745267360561,-0.93116362238948,-0.5,30
"161",183,"5f4be3c1f50c0e7c3596ab36","iPhone 11 Pro","",87.1,0,"No","",0,54,66,42,0,"No",50,"Female",21,"Whether we’re upgrading our current devices into the newer models available ",317,"iPhone 11 Pro",NA,85.48,82,41,"The purpose of this study is to understand the widespread of new information regarding Smartphones and what everyone knows of it. ","iPhone 11",51.3333333333333,1.61999999999999,5,66,-1.12135149839457,-1,-0.910777587306888,-1,1.32306703997444,1.62383125602122,0.304961500875464,-0.220331600259421,0.697186988814636,0.954674388380515,1,14
"162",114,"5f01230b4f8dff26fad883d2","iPhone XS","",92.11,91,"No","",3,81,3,4,35,"Yes",21,"Male",19,"I think the purpose was to gauge peoples decisions on the new iPhone based on the phones they currently have and the knowledge they have of the new phones.",57,"iPhone XS",NA,90.28,19,84,"I think the purpose was to see how many people are thinking of buying the new iphones.","iPhone X",174.666666666667,1.83,5,81,1.80571495486158,-1,0.133914153669569,1,0.190667996720593,-0.299409071425807,1.55977291783977,1.51841537136443,0.697186988814636,1.38327393628279,0.5,20
"163",100,"5dc797a6a4cc4255f8ea588e","iPhone 11","",84.79,15,"No","",0,0,0,0,0,"Yes",1,"Male",22,"To understand how many people are likely to buy the new iphone in comparison to previous versions of iphones",78,"iPhone 11",NA,76.62,5,79,"To understand what types of iphones people are expecting to buy.","iPhone 11",0,8.17,3,0,-0.63886801708861,-1,-0.910777587306888,1,-0.590296860695857,-0.72679581085848,1.41386461354159,-0.944026285746106,-1.18267752353576,-0.93116362238948,1,52
"164",85,"5ef4f745b86de512b5659cd3","iPhone 11 Pro Max","",74.08,2,"No","",0,0,0,10,0,"Yes",0,"Female",19,"knowledge abt iphones ",54,"iPhone 11 Pro Max",NA,82.25,18,3,"not sure ","iPhone 11",18,-8.17,4,10,-1.05702036755377,-1,-0.910777587306888,1,-0.62934510356668,-0.329936695670998,-0.803941611790664,-0.690263214211813,-0.242745267360561,-0.645430590454632,1,9
"165",144,"5e576e085069e61204a85872","iPhone 6S Plus","",100,0,"No","",0,0,0,0,0,"Yes",0,"Male",20,"IPhone opinions",69,"iPhone 6S Plus",NA,100,0,0,"Consumer information on getting new IPhone models. ","iPhone 6S and Previous Models",0,0,3,0,-1.12135149839457,-1,-0.910777587306888,1,-0.62934510356668,-0.879433932084435,-0.891486594369568,-0.944026285746106,-1.18267752353576,-0.93116362238948,-1,9
"166",133,"5d9950b4d6233a0016fc735a","iPhone 6S","",44.37,1,"No","",1,1,1,1,1,"No",0,"Female",24,"Gauging what people know and how they feel about the new iphones.",139,"iPhone 6S",NA,69.15,0,0,"To determine how many people plan to buy new phones/their characteristics.","iPhone 6S and Previous Models",0,-24.78,5,1,-1.08918593297417,-1,-0.880929251850417,-1,-0.62934510356668,-0.879433932084435,-0.891486594369568,-0.944026285746106,0.697186988814636,-0.902590319195995,-1,17
"167",146,"5ac2dce4436f550001ffc1fc","iPhone 7","",100,26,"No","",26,91,2,2,90,"Yes",4,"Female",66,"IPhone 12 awareness",122,"iPhone 7",NA,100,72,1,"How appealing are new phones.","iPhone 7",4.33333333333333,0,3,91,-0.285046797464241,-1,1.77557260377543,1,-0.47315213208339,1.31855501356931,-0.862304933509933,-0.882935175932295,-1.18267752353576,1.66900696821763,-0.5,30
"168",306,"5e0e32ee1d4607573dc85b1f","iPhone SE (2016)","",73.8,48,"No","",0,57,49,49,100,"No",100,"Female",39,"To gather info on who may purchase an iphone 12",119,"iPhone SE (2016)",NA,60.99,68,100,"It seemed like it was checking to see what Apple Iphone purchases people will be making in 2020","iPhone 6S and Previous Models",0,12.81,3,57,0.422595641784498,-1,2.07405595834013,-1,3.27547918351557,1.19644451658855,2.02667949159393,-0.944026285746106,-1.18267752353576,0.697514659639152,-1,6
"169",85,"59b1986ac05bb50001eb3a5f","iPhone XR","",100,100,"No","",0,0,0,0,0,"Yes",0,"Male",26,"To see if we will buy an iPhone 12 ",62,"iPhone XR",NA,89.01,5,5,"Opinions on newer models of iPhone.","iPhone X",128.333333333333,10.99,5,0,2.09520504364515,-1,-0.910777587306888,1,-0.62934510356668,-0.72679581085848,-0.745578290071394,0.865210427970607,0.697186988814636,-0.93116362238948,0.5,32
"170",180,"5c770b456fa7560015823cfb","iPhone 11","",86.62,37,"Yes","",6,51,13,13,24,"No",12,"Male",39,"dunno",62,"iPhone 6",NA,70.14,21,83,"dunno","iPhone 6S and Previous Models",18.6666666666667,16.48,4,51,0.0687744221601286,1,-0.194417536351603,-1,-0.16076618911681,-0.238353822935425,1.53059125698013,-0.680864581932766,-0.242745267360561,0.526074840478244,-1,52
"171",194,"5df81da00108e55c0a0d7ce9","iPhone 7","",95.35,20,"No","",0,53,10,0,50,"No",89,"Female",35,"I think the purpose of the study was to gauge the public's interest and knowledge regarding the new iPhone model.",95,"iPhone 7",NA,92.96,51,55,"I think the purpose of this study was to gauge the public's awareness of smart phones and their latest options.","iPhone 7",0,2.39,4,53,-0.478040189986624,-1,0.581639185516622,-1,2.84594851193652,0.677474904420304,0.713504752910353,-0.944026285746106,-0.242745267360561,0.583221446865213,-0.5,30
"172",94,"5e89c7b03cbd116605a94c1f","iPhone XR","",62.25,35,"No","",1,2,4,1,100,"Yes",1,"Male",25,"marketing",53,"iPhone XR",NA,99.15,4,100,"Marketing","iPhone X",2.66666666666667,-36.9,6,4,0.00444329131933417,-1,2.07405595834013,1,-0.590296860695857,-0.757323435103671,2.02667949159393,-0.906431756629914,1.63711924498983,-0.81687040961554,0.5,32
"173",90,"5edf998d2a8a2127a0725692","iPhone 5S","",72.68,2,"No","",3,4,5,6,36,"Yes",0,"Male",26,"Iphone marketing?",60,"iPhone 5S",NA,66.62,0,2,"to see if iphone users often update their phones?","iPhone 6S and Previous Models",4,6.06,2,6,-1.05702036755377,-1,0.163762489126039,1,-0.62934510356668,-0.879433932084435,-0.833123272650299,-0.887634492071819,-2.12260977971096,-0.759723803228571,-1,4
"174",171,"5f2fc0f05b67073c177aaece","iPhone 11 Pro","",100,0,"No","",0,0,0,0,0,"Yes",0,"Female",30,"On the believed to be true part, you can't go forward without selecting at least one option. This doesn't make sense if you either believe none is true or you aren't sure what is true. I was forced to select an option but I really don't know anything about the iphone 12 other than the controversy of not having a charger. There should be an option for ""none of the above"". ",52,"iPhone 11 Pro",NA,100,0,0,"Not sure","iPhone 11",0,0,4,0,-1.12135149839457,-1,-0.910777587306888,1,-0.62934510356668,-0.879433932084435,-0.891486594369568,-0.944026285746106,-0.242745267360561,-0.93116362238948,1,14
"175",135,"5f4081a06a50cd1c4383a452","iPhone XS","",93.1,13,"No","",15,0,0,0,6,"No",13,"Female",21,"likelihood of buying an iphone based on current phones",189,"iPhone XS",NA,93.1,1,0,"To examine the correlation between the current phone model, enjoyment of current model knowledge of new releases, and likelihood of buying a new iphone","iPhone X",12.3333333333333,0,3,15,-0.703199147929405,-1,-0.731687574568067,-1,-0.121717946245987,-0.848906307839244,-0.891486594369568,-0.77015158858372,-1.18267752353576,-0.502564074487208,0.5,20
"176",133,"571fa606936f5f0011c6393a","iPhone 11 Pro","",87.46,7,"No","",0,0,0,0,0,"No",0,"Female",31,"To see how interested people are in the new Iphone 12 and what model the will purchase.  ",93,"iPhone X",NA,89.01,61,32,"To gather information on how people will upgrade their devices when the new phone releases.  ","iPhone X",9.66666666666667,-1.55000000000001,4,0,-0.896192540451788,-1,-0.910777587306888,-1,-0.62934510356668,0.982751146872214,0.0423265531387498,-0.807746117699912,-0.242745267360561,-0.93116362238948,0.5,14
